date,Japan,South Korea,United States of America,China,Germany,United Kingdom,France,Russia
2022/5/8,47931.52,64673.51,65147.06,,4160.94,2084.37,1170.13,27.32
2022/5/9,44155.59,61984.67,50289.52,,3726.09,2121.04,861.26,17.34
2022/5/10,51618.08,37022.3,29707,,1769.61,1074.31,473.5,46.43
2022/5/11,108325.6,32360.93,32205.34,,1649.6,1069.63,447.9,40.59
2022/5/12,96016.58,28809.63,33545.63,,1782.45,953.99,469.37,14.49
2022/5/13,81108.62,29413.46,29352.75,,1792.83,887.27,478.81,34.72
2022/5/14,60887.38,32328.07,26957.72,,1773.75,688.54,406.91,14
2022/5/15,49711.77,29978.46,26954.84,,1559.72,715.74,416.49,17.14
2022/5/16,41819.58,30484.92,29896.27,,1570.24,657.65,407.74,21.5
2022/5/17,38751.66,51168.76,43564.04,,1981.89,1082.1,637.19,78.95
2022/5/18,34554.44,39462.69,38499.57,,1848.46,920.69,486.53,60.2
2022/5/19,37096.18,38639.45,33263.12,,1902.8,876.16,479.24,92.26
2022/5/20,21795.08,29432.64,31663.42,,1953.56,994.83,465.52,61.62
2022/5/21,21050.89,25955.49,29349.92,,1736.5,937.61,424.48,30.62
2022/5/22,19921.64,20623.84,24904.77,,1535.08,731.95,440.6,13.22
2022/5/23,26554.4,17629.41,16751.55,,820.84,573.22,165.79,10.55
2022/5/24,150636.2,11913.3,14351.9,,646.32,495.33,173.5,13.27
2022/5/25,260882.51,12446.91,14150.65,,710.91,529.61,151.99,15.01
2022/5/26,185882.91,13014.61,14130.56,,741.8,504.82,150.51,8.86
2022/5/27,168431.82,14033.46,13303.9,,717.59,793.18,190.01,9.11
2022/5/28,151961.8,11970.2,13621.06,,653.74,632.87,249.49,7.91
2022/5/29,130085.7,11761.11,12904.94,,683.65,584.67,227.16,5.78
2022/5/30,108903.57,12317.79,14010.95,,566.5,512.29,226.17,6.59
2022/5/31,171805.51,29400.17,22311.55,,623.49,1156.86,237.18,8.82
2022/6/1,123508.33,48866.5,22869.92,,1059.16,987.75,365.61,81.21
2022/6/2,61225.37,27864.31,18157.3,,877.41,633.43,281.51,47.52
2022/6/3,54930.62,26870.78,18264.18,,886.08,556.44,322.9,26.69
2022/6/4,43879.26,21237.61,15877.32,,902.64,658.48,308.77,15.2
2022/6/5,35700.36,22282.37,13930.02,,850.54,528.27,324.07,13.52
2022/6/6,36786.82,14883.8,7664.17,,662.32,380.5,248.85,14.59
2022/6/7,37294.74,13282.14,8878.28,,544.44,320.22,87.36,7.69
2022/6/8,246210.15,10141.44,8435.97,,467.29,315.13,80.89,7.15
2022/6/9,294240.96,11561.12,8519.06,,421.73,397.22,47.72,10.08
2022/6/10,231642.01,13875.43,9595.38,,392.62,370.6,58.39,12.5
2022/6/11,204072.11,12975.07,8357.24,,372.67,313.09,72.56,13.12
2022/6/12,146159.71,12913.41,7512.03,,341.48,302.34,83.24,13.12
2022/6/13,117360.2,11140.06,10094.42,,325.75,297.26,42.41,59.41
2022/6/14,45527.9,34826.17,27669.63,,1045.9,827.89,311.74,35.76
2022/6/15,46772.17,23996.84,18552.64,,1050.65,729.37,210.5,28.54
2022/6/16,46413.35,20038.16,18083.5,,1181.31,653.67,207.14,25.98
2022/6/17,46498.69,17612.33,19355.44,,1214.57,630.12,236.2,20.41
2022/6/18,48177.57,18319.29,20775.7,,1213.5,610.51,281.87,12.78
2022/6/19,40189.83,16915.65,18790.8,,1411.22,608.13,280.23,11.5
2022/6/20,46575.09,12752.53,13088.32,,1252.61,495.27,239.28,8.74
2022/6/21,49279.69,10776.57,11258.33,,910.21,371.76,209.18,6.03
2022/6/22,285406.52,9953.06,11962.17,,955.45,484.63,238.53,23.85
2022/6/23,463952.82,10135.26,10172.03,,739.1,386.16,194.85,22.1
2022/6/24,359153.43,11145.37,12498.56,,753.96,402.77,196.54,11.9
2022/6/25,354429.99,11550.42,12246.04,,694.59,386.27,203.87,10.82
2022/6/26,292229.77,10448.37,11678.24,,701.66,363.66,275.96,12.44
2022/6/27,244621.96,10452.21,13974.26,,580,373.67,186.53,11.07
2022/6/28,202809.24,69583.78,33487.78,,1215.75,1303.09,361.29,30.7
2022/6/29,87133.76,45793.05,30732.16,,1562.88,1158.4,491.01,57.05
2022/6/30,179876.35,44055.75,32565.86,,1396.84,1136.8,526.62,43.12
2022/7/1,194547.02,55531.23,33521.95,,1566.99,910.08,641.8,23.18
2022/7/2,114770.92,41269.44,24804.49,,1312.36,856.47,483.96,147.55
2022/7/3,94746.82,33368.05,20148,,1201.32,777.46,514.02,63.98
2022/7/4,99829.46,15864.31,11407.85,,922.82,534.24,325.09,39.5
2022/7/5,110572.29,15334.7,10572.01,,666.84,379.87,263.31,49.12
2022/7/6,100744.98,13656.6,9772.04,,594.44,360.14,204.96,23.67
2022/7/7,99427.6,13671.54,8897.63,,736.03,347.63,190.88,46.81
2022/7/8,68877.37,14744.5,9860.38,,707.01,426.73,87.49,29.83
2022/7/9,63971.6,15688.2,9931.03,,773.79,393.78,164.28,18.07
2022/7/10,37580.99,14959.51,10423.1,,679.89,464.68,141.05,17.32
2022/7/11,27194.97,17232.44,13943.32,,729.26,530.47,226.2,22.48
2022/7/12,17169.84,28046.5,19491.08,,1103.56,1060.24,332.86,23.1
2022/7/13,19297.94,22622.18,15035.64,,1008.37,664.22,223.42,25.51
2022/7/14,22961.45,17021.17,14588.9,,1112.88,564.06,259.9,19.98
2022/7/15,39003.44,15859.44,15510.1,,1108.9,539.67,225.03,16.11
2022/7/16,57596.78,14716.46,13904.89,,1146,543.06,243.63,16.76
2022/7/17,87657.97,13603.27,12829.65,,1050.19,479.56,218.62,14.58
2022/7/18,108172.07,8304.29,7424.75,,729.44,372.12,211.93,12.06
2022/7/19,174380.92,7835.56,6472.79,,559.15,365.55,72.59,6.83
2022/7/20,903165.49,6233.7,7557.13,,569.65,321.61,98.46,14.26
2022/7/21,881212.46,7302.62,7912.55,,588.27,338.2,83.45,9.58
2022/7/22,766043.91,6622.99,8884.16,,441.38,236.52,102.47,8.75
2022/7/23,752007.03,7525.73,8261.11,,545.55,260.77,100.35,5.78
2022/7/24,729266.19,7042.54,8277.13,,533.26,419.15,204.62,22.25
2022/7/25,820289.35,13402.13,11073.44,,632.84,418.89,241.94,11.49
2022/7/26,718941.19,24073.99,13988.89,,751.54,674.6,253,9.02
2022/7/27,644757.23,18563.19,11944.54,,819.32,510.07,240.66,9.59
2022/7/28,462917.54,15621.4,10982.73,,888.33,526.84,225.25,9.29
2022/7/29,482801.51,16520.41,12687.79,,1028.14,499,236.3,11.24
2022/7/30,321805.41,15190.63,10232.98,,841.82,471.22,222.18,18.35
2022/7/31,429055.3,21605.1,10100.6,,801.72,460.38,236.37,16.98
2022/8/1,492598.81,20399.64,7475.4,,721.8,211.07,256.06,9.25
2022/8/2,348587.42,13600.51,6338.53,,629.11,120.35,110.22,7.4
2022/8/3,397281.77,11267.99,7253.04,,544.41,134.79,123.65,67.23
2022/8/4,280276.36,9758.65,4446.32,,637.02,170.13,149.65,70
2022/8/5,264018.68,11900.76,5549.78,,624.01,180.59,159.54,28.44
2022/8/6,209888.88,11686.32,6462.27,,672.47,159.22,150.47,22.85
2022/8/7,212575.32,11638.36,5331.84,,667.67,151.66,149.05,21.36
2022/8/8,162339.79,11538.93,11124.64,,579.26,122.44,120.56,13.53
2022/8/9,319828.55,64016.59,22757.07,,1003.4,685.56,158.87,99.12
2022/8/10,361466.68,40137.87,16973.64,,765.22,378.82,199.46,60.14
2022/8/11,220896.12,21190.84,10834.14,,775.34,283.64,145.59,45.38
2022/8/12,220461.56,16824.6,9511.43,,777.48,292.1,107.37,30.21
2022/8/13,196628.28,14993.99,10503.96,,782.53,251.5,124.42,21.9
2022/8/14,178819.12,13730.75,7767.57,,745.78,327.14,186.63,15.07
2022/8/15,190210.31,11778.65,6203.75,,755.27,239.93,246.01,13.34
2022/8/16,114781.06,16474.16,10448.5,,851.2,430.63,284.93,15.32
2022/8/17,116782.88,14223.38,10112.18,,846.35,403.84,241.64,11.88
2022/8/18,104089.15,14190.37,8903.93,,828.54,388.05,205.4,13.55
2022/8/19,150250.4,14198.43,10397.9,,815.9,426.8,216.33,11.24
2022/8/20,119548.96,15141.52,10189.27,,751.9,389.13,210.23,12.14
2022/8/21,109937.47,15539.99,10786.82,,694.18,232.92,249.41,19.86
2022/8/22,127456.68,15704.07,12017.4,,679.83,273.11,248.27,12.48
2022/8/23,103317.95,17828.59,13192.24,,666.96,269.31,241.33,17.45
2022/8/24,288904.39,17097.86,10609.64,,613.15,248.97,236.58,10.91
2022/8/25,259221.85,16564.45,8430.9,,563.36,263.74,212.54,26.38
2022/8/26,229201.49,15601.94,8807.29,,495.92,212.8,191.52,20.17
2022/8/27,170946.05,13549.19,7282.31,,422.1,112.05,75.04,13.8
2022/8/28,171542.24,10824.66,5455.87,,437.42,220.58,65.12,17.86
2022/8/29,122341,8747.88,3673.43,,118.69,172.19,44.26,19.36
2022/8/30,97914.58,9257.12,4248.26,,93.88,198.84,49.46,9.73
2022/8/31,112012.88,15974.62,5940.82,,95.15,239.8,150.12,62.59
2022/9/1,205915.79,20089.57,6146.88,,77.61,324.06,124.21,25.43
2022/9/2,101450.71,16861.51,6526.86,,105.83,284.65,110.07,20.29
2022/9/3,79586.93,14299.86,6095.52,,120.71,257.68,97.85,18.98
2022/9/4,86607.46,15983.39,6916.09,,197.9,235.75,97.73,15.44
2022/9/5,72579.97,15419.3,24212.21,,1006.95,937.9,499.32,12.08
2022/9/6,75359.08,104638.97,47912.18,,1383.4,1546.67,640.8,110.88
2022/9/7,375726.98,94808.51,40374.28,,1533.05,1678.78,588.43,116.73
2022/9/8,307913.95,108230.45,34196.04,,1398.53,1308.89,559.5,110.48
2022/9/9,179540.9,100340.17,34089.43,,1409.05,1408.35,600.05,40.51
2022/9/10,118534.87,83653.54,32490.33,,1287.29,1221.82,648.96,51.01
2022/9/11,123169.42,74055.13,25879.97,,1082.53,1068.11,595.72,94.59
2022/9/12,140441.59,80936.06,24824.89,,1189.43,1001.45,571.06,62.28
2022/9/13,127048.84,70515.2,25188.1,,1268.35,1069.28,526.23,86.82
2022/9/14,166190.76,63542.74,27438.67,,1297.39,1070.8,584.01,49.35
2022/9/15,131214.85,26123.41,13269.07,,692.37,649.62,357.69,26.56
2022/9/16,87577.54,23365.3,14496.78,,394.88,491.76,218.1,9.01
2022/9/17,67119.66,22535.23,13257.13,,409.01,468.16,200.64,6.48
2022/9/18,92319.12,25038.55,12913.24,,441.57,632.43,119.81,20.35
2022/9/19,58034.29,30619.91,15084.91,,420.62,561.82,173.44,9.98
2022/9/20,75369.14,37108.64,16205,,497.05,447.14,196.09,34.33
2022/9/21,171493.66,29715.44,15067.82,,518.1,535.72,211.98,13.49
2022/9/22,194109.86,26809.11,15321.34,,416.46,527.18,198.64,17.37
2022/9/23,178829.7,27140.43,16266.79,,522.44,554.34,175.21,16.91
2022/9/24,140699.8,25682.34,14107.6,,509.61,438.18,214.09,16.77
2022/9/25,119515.73,21191.15,12939.87,,460.36,391.64,238.23,11.56
2022/9/26,106312.9,20620.62,11270.83,,383.78,368.01,175.96,13.4
2022/9/27,86406.03,24429.61,11388.1,,381.46,504.97,187.8,14.15
2022/9/28,272158.34,19459.9,10331.98,,386.44,487.92,240.1,23
2022/9/29,225776.79,16859.8,10741.54,,262.7,424.16,224.75,14.26
2022/9/30,255511.04,24851.55,12045.05,,279.53,502.41,217.73,19.51
2022/10/1,365954.8,30510.77,11786.92,,332.43,493.69,281.66,71.27
2022/10/2,221227.31,21940.3,11113.95,,212.38,474.16,227.13,78.52
2022/10/3,161705.79,31646.39,16127.66,,521.73,462.66,287.55,39.16
2022/10/4,112432.07,67846.77,28748.45,,726.33,883.04,378,87.71
2022/10/5,96551.26,41996.98,21000.48,,767.55,674.53,393.69,54.76
2022/10/6,75883.23,43368.91,22582.98,,637.97,583.73,347.82,48.59
2022/10/7,95183.57,47720.43,25343.73,,724.6,679.74,336.59,35.4
2022/10/8,69346.58,40293.33,24829.7,,802.98,709.72,355.75,31.18
2022/10/9,69571.42,38020.79,24238.76,,836.07,731.02,354.78,26.02
2022/10/10,76863.84,26836.29,15520.04,,803.03,583.17,252.46,64.32
2022/10/11,154200.86,19094.11,12464.25,,878.72,602.05,205.03,32.95
2022/10/12,447424.69,16821.68,12704.89,,852.91,566.11,182.06,30.77
2022/10/13,503364.94,16695.73,12523.96,,852.95,588.9,189.09,67.59
2022/10/14,453729.87,16806.18,12430.11,,990.98,709.41,133.74,53.72
2022/10/15,392420.71,15784.18,11933.07,,963.38,576.53,186.9,18.09
2022/10/16,339913.28,16638.14,11413.88,,840.27,499.35,198.69,99.7
2022/10/17,268626.53,19224.47,15317.58,,802.65,538.98,210.54,63.36
2022/10/18,208608.74,25664.71,16934.51,,899.29,611.89,202.71,65.62
2022/10/19,226419.13,20411.99,15689.99,,908.63,820.48,243.96,41.17
2022/10/20,162799.67,18524.53,14052.47,,838.65,726.55,243.72,19.39
2022/10/21,126225.68,19527.76,14909.43,,793.92,835.6,263.83,31.76
2022/10/22,115977.99,18090.51,13852.12,,806.74,764.68,265.86,22.78
2022/10/23,117180.83,17186.26,13009.38,,752.73,781.99,234.57,17.22
2022/10/24,104241.31,16049.7,14218.18,,531.09,817.09,189.3,23.64
2022/10/25,278188.29,19977.61,13697.21,,497.88,920.02,215.68,29.11
2022/10/26,1114496.07,16159.37,13050.65,,461.21,935.98,237.76,32.3
2022/10/27,659834.53,14401.11,11850.67,,480.48,963,235.71,24.23
2022/10/28,628998.48,16428.66,12784.16,,275.38,1115.82,284.22,15.98
2022/10/29,477266.58,14950.53,11638.9,,289.69,830.53,298.99,21.53
2022/10/30,414293.65,13783,8963.26,,188.68,700.21,266.35,25.35
2022/10/31,598871.13,17845.21,7626.55,,152.94,488.79,260.42,15.27
2022/11/1,465506.31,18479.68,7040.51,,124.25,367.98,125.8,16.26
2022/11/2,278255.18,14239.6,7928.75,,131.86,345.98,99.05,14.68
2022/11/3,182215.45,11970.21,6500.08,,112.22,301.34,84.5,72.32
2022/11/4,183641.84,10939.26,7777.38,,116.55,334.72,100.58,36.14
2022/11/5,163874.78,12148.97,6757.55,,170.79,385.06,83.34,82.82
2022/11/6,171304.05,11455.8,5648.45,,143.35,373.13,71.1,62.4
2022/11/7,138040.08,16430.52,12067.62,,364.9,457.43,69.13,16.79
2022/11/8,142632.36,34783.33,22808.04,,334.16,801.01,184.76,63.54
2022/11/9,192288.62,28233.83,21317.74,,485.31,811.33,198.97,85.46
2022/11/10,147721.49,30183.82,18621.02,,491.89,836.91,189.16,52.75
2022/11/11,129949.66,29762.53,21660.46,,581.55,1036.29,209.33,88.83
2022/11/12,92305.36,28335.29,19006.7,,551.17,864.68,208.87,50.75
2022/11/13,78338.32,26359.21,22005.43,,617.6,784.13,278.39,44.24
2022/11/14,62384.32,17707.44,16886.34,,378.02,531.02,246.59,15.65
2022/11/15,111374.81,16978.66,13041.23,,446.97,542.97,95.26,12.83
2022/11/16,351157.08,15512.07,10649.75,,477.12,509.27,98.93,9.75
2022/11/17,400665.09,14884.05,9425.55,,277.05,351.63,99.31,10.93
2022/11/18,380283.27,13939.68,10914.62,,441.08,358.69,111.34,6.44
2022/11/19,313004.11,15693.99,8497.66,,430.62,325.62,245.62,6.64
2022/11/20,297962.54,17886.06,9032.29,,446.37,221.37,240.82,13.4
2022/11/21,244408.52,23394.31,15455.86,,490.94,585.67,201.57,9.96
2022/11/22,106522.91,45583.71,17732.48,,696.24,983.94,189.23,60.33
2022/11/23,107900.42,28023.66,18712.75,,630.79,836,197.2,66.82
2022/11/24,76714.29,24074.75,17835.91,,658.73,617.86,246.91,26.35
2022/11/25,92891.85,34198.68,17425.86,,677.14,987.04,236.95,25.1
2022/11/26,80171.43,30684.06,15489.13,,726.42,711.21,244.54,17.5
2022/11/27,71025.97,24900.9,14542.97,,644.8,610.28,83.6,18.9
2022/11/28,77977.92,31120.54,15645.72,,603.79,628.2,223.93,16.06
2022/11/29,142448.74,56478.57,29250.4,,887.9,966.98,212.95,36.75
2022/11/30,244554.35,61424.81,29016.36,,1009.05,1307.54,221.27,74.5
2022/12/1,361330.79,72349.99,26191.67,,975.35,1249.1,299.99,122.55
2022/12/2,162591.03,49018.52,46573.13,,1056.8,1208.85,290.17,81.72
2022/12/3,152683.55,45833.02,33294.72,,921.59,970.45,304.64,30.18
2022/12/4,130429,43314,33779.62,,904.08,973.26,307.44,21.27
2022/12/5,107438.31,37297.86,21630.96,,793.94,934.98,258.72,18.21
2022/12/6,77851.98,22589.45,12171.67,,510.09,639.1,223.19,35.99
2022/12/7,132713.19,23601.11,10580.24,,247.25,626.31,91.92,84.55
2022/12/8,79516.95,21030.14,9851.5,,232.59,538.62,100.37,95.86
2022/12/9,95608.72,24082.4,12426.97,,420.54,636.79,104.24,44.51
2022/12/10,72347.09,25002.01,12113.69,,421.49,544.38,111.54,14.33
2022/12/11,63286.11,21711.18,10713.12,,348.38,555.75,112.76,17.62
2022/12/12,47212.03,24391.03,14175.32,,501.35,490.05,172.38,13.74
2022/12/13,138302.22,25309.88,14612.11,,205.72,849.4,280.79,8.93
2022/12/14,333929,19791.87,12422.33,,278.93,897.9,156.37,11.07
2022/12/15,324986.08,20893.83,12567.91,,495.18,581.57,112.54,17.54
2022/12/16,261429.53,19060.22,15134.42,,493.29,558.79,126.97,14.3
2022/12/17,236363.35,15686.18,11687.05,,453.56,507.11,110.31,12.69
2022/12/18,193803.08,15031.71,9184.99,,484.58,431.13,211.26,207.91
2022/12/19,162361.5,15861.58,18980.51,,435,433,226.24,68.58
2022/12/20,59501.84,34130.09,23535.69,,674.47,927.07,288.76,35.44
2022/12/21,53267.96,27182.13,20766.55,,632.32,841.36,332.41,16.99
2022/12/22,58394.29,23101.99,19633.86,,761.97,767.03,332.29,17.32
2022/12/23,74264.56,26955.65,19720.98,,825.45,902.52,371.55,16.94
2022/12/24,88815.87,27952.28,16796.8,,735.19,777.9,347.93,22.86
2022/12/25,60125.02,22212.97,17597.23,,774.9,662.67,312.83,25.17
2022/12/26,58251.65,16271.41,11220.87,,540.39,548.45,283.74,14.35
2022/12/27,146583.33,16065.47,10207.76,,603.7,453.53,152.87,31.84
2022/12/28,508422.13,15460.37,10050.69,,553.02,575.28,202.12,21.54
2022/12/29,512437.99,16995.69,11094.74,,577.01,557.73,203.13,19.81
2022/12/30,556819.01,17213.7,13417.06,,318.74,577.52,154.22,20.01
2022/12/31,1097161.36,27137.52,13675.35,,226.77,552.94,127,24.67
2023/1/1,693977.9,33529.57,14309.81,,279.06,597.33,154.7,109.85
2023/1/2,516997.1,30797.72,19931.3,,743.12,612.97,398.5,37.8
2023/1/3,174736.68,49166.43,27824.63,,946.49,1073.94,387.3,35.36
2023/1/4,164516.19,35042.51,22804.57,,916.44,994.92,403.06,16.83
2023/1/5,132826.16,30142.8,21295.4,,858.83,1042.22,443.81,55.23
2023/1/6,166287.68,31418.14,22393.11,,965.14,1051.6,427.37,65.97
2023/1/7,151597.27,31901.4,22898.07,,834.76,1015.18,470.74,25.85
2023/1/8,109976.76,25289.59,21165.55,,777.93,943.11,487.23,17
2023/1/9,150178.22,20337.39,13252.54,,607.59,903.43,300.05,27.29
2023/1/10,121872.9,20854.81,11625.11,,441.04,721.91,246.73,41.93
2023/1/11,312837.23,21875.26,11603.07,,457.23,716.77,249.66,31.73
2023/1/12,260842.26,19163.27,10098.9,,563.13,650.08,222.83,21.42
2023/1/13,238866.9,19991.47,14713.15,,573.12,846,101.94,15.27
2023/1/14,205192.87,18784.44,13150.5,,585.66,625.61,105.75,10.85
2023/1/15,172287.86,18078.38,11528.65,,497.53,651.6,161.12,12.26
2023/1/16,179394.26,27556.15,24554.71,,832.7,991.51,336.15,18.52
2023/1/17,81531.58,60225.25,41967.54,,744.99,1706.18,358.11,407.57
2023/1/18,72599.62,47070.98,36095.71,,961.28,1543.11,435.46,157.21
2023/1/19,64866.78,41345.49,27523.18,,1006.49,1179.34,447.66,76.79
2023/1/20,81294.52,46805.54,29655.95,,1079.26,1324.8,516.55,63.49
2023/1/21,134938.48,49365.88,27287.62,,1068.28,1252.07,561.74,32.94
2023/1/22,343833.05,48211.04,27500.8,,1107.01,1108.86,551.62,37.32
2023/1/23,777423.21,30766.84,15829.5,,742.44,717.74,338.17,13.74
2023/1/24,1599438.84,32447.81,15130.16,,512.89,574.3,263.08,11.13
2023/1/25,2554374.09,26683.85,14446.2,,527.63,680.92,228.95,9.13
2023/1/26,1844253.84,30568.35,14856.74,,500.52,569.82,354.09,43
2023/1/27,1562150.47,26910.8,20291.88,,692.22,750.57,333.34,17.55
2023/1/28,1669671.82,28445.5,25725.64,,645.57,669.43,324.35,13.82
2023/1/29,1327883.97,29088.1,19476.2,,768.27,781.75,309.28,14.65
2023/1/30,1247409.05,100893.37,51759.28,,2141.85,3052.74,790.9,27.15
2023/1/31,1360903.33,259505.02,93143.51,,3319.44,5740.72,1341,410.68
2023/2/1,1480023.35,349800.5,88899.87,,3554.11,5656.86,1775.12,247.28
2023/2/2,644974.35,235271.94,82041.33,,3177.96,4913.8,1514.95,257.81
2023/2/3,605867.17,223145.24,92170.32,,3383.11,5306.42,1798.73,133.93
2023/2/4,555216.33,245914.7,101050.55,,3558.35,5019.81,1834.57,159.68
2023/2/5,263771.1,238645.83,97204.61,,3197.63,4957.14,1942.07,104.04
2023/2/6,188134.38,106653.84,49584.67,,2212.45,3500.46,1300.3,45.39
2023/2/7,190965.88,92771.5,42201.2,,1633.82,2018.79,899.88,27.34
2023/2/8,231098.36,72281.99,35701.15,,1378.13,1881.08,728.58,22.64
2023/2/9,410740.63,71605.15,35886.88,,1179.6,1822.27,619.86,22.31
2023/2/10,786490.79,65702.69,31012.59,,1191.98,1866.77,558.68,39.82
2023/2/11,786540.6,63185.92,30381.42,,1065.78,1302.25,454.96,68.22
2023/2/12,601987.47,68863.87,33462.45,,968.34,1338.1,473.69,68.56
2023/2/13,518247.29,90959.48,36568.26,,1097.85,1290.19,480.95,86.3
2023/2/14,438906.75,110209.21,46255.34,,1469.67,2572.87,696.81,101.59
2023/2/15,399300.71,89562.32,45064.68,,1285.82,2766.36,754.62,95.97
2023/2/16,214473.2,72009.07,40949.34,,1351.49,1834.97,676.45,47.27
2023/2/17,181924.97,61362.29,45216.3,,1581.61,1759.35,859.07,25.54
2023/2/18,236625.76,51016.19,40924.19,,1366.15,1747.34,800.97,33.65
2023/2/19,239295.96,46104.18,36796.03,,1127.16,1449.72,659.11,21.49
2023/2/20,247624.1,36321.36,37094.19,,787.73,1325.72,493.66,35.56
2023/2/21,500116.11,35710.56,31954.82,,593.31,1244.43,577.26,51.2
2023/2/22,957580.05,30692.62,31088.41,,575.64,932.43,500.42,79.05
2023/2/23,1265347.6,30456.36,28315.99,,554.68,900.55,447.45,146.34
2023/2/24,1028736.97,34221.54,26067.67,,619.86,1013.54,311.66,42.72
2023/2/25,751835.48,35283.45,22473.54,,708.22,812.35,408.84,40.48
2023/2/26,622447.19,36743.95,21301.61,,703.71,729.92,469.26,29.34
2023/2/27,468338.54,33061.98,27490.2,,744.77,801.18,282.42,50.65
2023/2/28,501801.29,113835.84,38076.14,,1343.72,2252.44,468.9,138.04
